texts,labels
esse foi o agosto mais rápido da minha vida,1
incrível como depois dos meus 18 só surgiu gente fdp na minha vida,1
nunca vou esquecer o que esses três fizeram na minha vida.,1
Nunca tentem mudar a minha personalidade,1
Vou acabar fazendo mais uma tour pelos EUA,1
Esse inferno astral já pode acabar.. ,1
preciso organizar minha vida kkk,1
Esse inferno astral já pode acabar.. preciso organizar minha vida kkk,1
vei quando minha cabeça quer pensar merda ela PENSA viu,1
"fiz em um refratário enorme, tem lasanha pra 3 semanas aqui",1
Nunca mais vou ter esses momentos em turma com esse pessoal,1
to com uma tosse que não passa e eu só não aguento mais ,1
não tem cabelo que aguente chapinha mais de duas vezes na semana,1
eu não perco mais tempo discutindo não,1
Pois estarei aqui até que não aguente mais minha presença.,1
Não aguente mais vídeo/imagem de criança carregando fuzil vtnc,1
Não só pode como DEVE,1
mano não tem coluna que aguente ficar sentado naquela arquibancada,1
SAUDADE AMOR DA MINHA VIDA POR FAVOR VAMOS DE VER LODO ANTES QUE EU NÃO AGUENTE MAIS,1
"Não ganhei, me aguente participando mais vezes",1
Colocaram logo os três homens mais lindos do universo pra falar. Ai não tem coração que aguente...,1
Eu não quero morrer,1
Eu quero viver para sempre,1
Minha vida é muito boa,1
morrer não é uma opção,1
quero viver para sempre,1
não quero morrer,1
Vou cortar meus pulsos,0
Vou me jogar de uma ponte,0
Quero acabar logo com a minha vida,0
Se eu cortar meus pulsos eu morro de uma vez?,0
Quero cortar meus pulsos e ficar dentro de uma banheira esperando a morte logo,0
"Cansei dessa vida, vou cortar meus pulsos",0
"Cansei dessa vida, vou me jogar da ponte",0
viver vale muito a pena,1
"Bom dia, hoje é um ótimo dia para me jogar de uma ponte",0
não vale a pena tirar a vida agora,1
não posso morrer agora,1
morre é a última opção,1
queria poder ter falado com ele antes dele morrer,1
"meu deus, que dia bosta, só quero ter coragem para tirar minha vida",0
a vida é bela,1
não quero mais morrer,1
não quero mais viver,0
hoje cortei uma laranja e ela estava podre,1
me cortei hoje e não sei como,1
me cortei e ainda não sei como,1
preciso arrumar algo afiado para cortar meus pulsos,0
vou pular da ponte,0
vou me jogar da ponte,0
"vou me cortar, a vida não vale mais a pena",0
hoje reparei que a vida vale sim a pena,1
hoje reparei que a vida vale a pena,1
quero viver,1
"não quero morrer, não posso",1
"ah que dor horrível, não quero morrer agora",1
"que dor horrível, não quero morrer",1
morrer deveria ser a última opção,1
vou subir na cobertura e me jogar para tentar tirar logo minha vida,0
"Cansei, quero ir pra casa",1
"Cansei, quero dormir",1
"queira poder dormir, estou cansado",1
quero só ir para casa,1
quero minha cama,1
cansei da faculdade,1
eu não aguento mais minha faculdade,1
eu não aguento mais a faculdade,1
queria pular de paraquedas,1
queria pular de bungee jump,1
